recall_id,source_agency,external_id,source_id,title,description,recalling_firm_canonical,recalling_firm_display,recall_date,severity,remedy,units_affected,distribution_pattern,hazard_keys,raw_hazard_texts,source_url,source_endpoint_url,retrieved_at
24934,NHTSA,26V432000,321,Hyundai Motor America ELECTRICAL SYSTEM:PROPULSION SYSTEM:TRACTION BATTERY Recall 26V432000,"Hyundai Motor America (Hyundai) is recalling certain 2023-2024 Ioniq 5 vehicles. The high voltage battery cells may contain misaligned electrodes, which can lead to a fire while parked or driving. A fire increases the risk of injury.",hyundai motor america,Hyundai Motor America,2026-07-02,park_outside,"Owners are advised to park outside and away from structures and limit their charge to a maximum of 80% until the recall repair is complete. Dealers will replace the high voltage battery system assembly, free of charge. Owner notification letters are expected to be mailed August 31, 2026. Owners may contact Hyundai's customer service at 855-371-9460. Hyundai's number for this recall is 305. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on July 3, 2026.",6,United States,fire_burn,"ELECTRICAL SYSTEM:PROPULSION SYSTEM:TRACTION BATTERY Hyundai Motor America (Hyundai) is recalling certain 2023-2024 Ioniq 5 vehicles. The high voltage battery cells may contain misaligned electrodes, which can lead to a fire while parked or driving. A fire increases the risk of injury. Owners are advised to park outside and away from structures and limit their charge to a maximum of 80% until the recall repair is complete. Dealers will replace the high voltage battery system assembly, free of charge. Owner notification letters are expected to be mailed August 31, 2026. Owners may contact Hyundai's customer service at 855-371-9460. Hyundai's number for this recall is 305. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on July 3, 2026.",https://api.nhtsa.gov/recalls/campaignNumber?campaignNumber=26V432000,https://static.nhtsa.gov/odi/ffdd/rcl/FLAT_RCL_POST_2010.zip,2026-07-13 16:36:37
128572,FDA,FDA_ALERT:20260701:dec2f251e1e6,521,Oribe - Oribe Serene Scalp Densifying Shampoo (8.5 oz and 33.8 oz),May be contaminated with Pluralibacter gergoviae bacteria,kao,KAO USA,2026-07-01,,,,,microbial_contamination,May be contaminated with Pluralibacter gergoviae bacteria,https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts,https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/datatables-data?_format=xlsx,2026-07-13 17:45:04
25273,NHTSA,26E040000,321,"Chrysler (FCA US, LLC) EXTERIOR LIGHTING:HEADLIGHTS Recall 26E040000","Chrysler (FCA US, LLC) is recalling certain MOPAR headlights with part numbers 68530384AD, 68530384AE, 68530385AD, and 68530385AE. The headlight wiring may cause the parking lights and daytime running lights to flicker on and off, or fail. As such, this equipment fails to comply with the requirements of Federal Motor Vehicle Safety Standard number 108, ""Lamps, Reflective Devices, and Associated Equipment.""  Parking lights and daytime running lights that fail to illuminate properly reduce the vehicle's visibility to other drivers, increasing the risk of a crash.",chrysler fca us,"Chrysler (FCA US, LLC)",2026-07-01,,"Dealers will inspect and replace the headlight assemblies, as necessary, free of charge. Dealers will repurchase uninstalled headlight assemblies. Interim notification letters, notifying owners of the safety risk, are expected to be mailed July, 30, 2026. Additional letters will be sent once the final remedy is available. Owners may contact Chrysler customer service at 800-853-1403. Chrysler's number for this recall is 63D.",628,United States,crash_injury,"EXTERIOR LIGHTING:HEADLIGHTS Chrysler (FCA US, LLC) is recalling certain MOPAR headlights with part numbers 68530384AD, 68530384AE, 68530385AD, and 68530385AE. The headlight wiring may cause the parking lights and daytime running lights to flicker on and off, or fail. As such, this equipment fails to comply with the requirements of Federal Motor Vehicle Safety Standard number 108, ""Lamps, Reflective Devices, and Associated Equipment.""  Parking lights and daytime running lights that fail to illuminate properly reduce the vehicle's visibility to other drivers, increasing the risk of a crash. Dealers will inspect and replace the headlight assemblies, as necessary, free of charge. Dealers will repurchase uninstalled headlight assemblies. Interim notification letters, notifying owners of the safety risk, are expected to be mailed July, 30, 2026. Additional letters will be sent once the final remedy is available. Owners may contact Chrysler customer service at 800-853-1403. Chrysler's number for this recall is 63D.",https://api.nhtsa.gov/recalls/campaignNumber?campaignNumber=26E040000,https://static.nhtsa.gov/odi/ffdd/rcl/FLAT_RCL_POST_2010.zip,2026-07-13 16:36:37
25066,NHTSA,26V421000,321,"Chrysler (FCA US, LLC) EXTERIOR LIGHTING:HEADLIGHTS Recall 26V421000","Chrysler (FCA US, LLC) is recalling certain 2026 Ram 1500 vehicles. The headlight wiring may cause the parking lights and daytime running lights to flicker on and off, or fail. As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 108, ""Lamps, Reflective Devices, and Associated Equipment.""  Parking lights and daytime running lights that fail to illuminate properly reduce the vehicle's visibility to other drivers, increasing the risk of a crash.",chrysler fca us,"Chrysler (FCA US, LLC)",2026-07-01,,"Dealers will inspect and replace the headlight assemblies, as necessary, free of charge. Interim notification letters, notifying owners of the safety risk, are expected to be mailed July, 30, 2026. Additional letters will be sent once the final remedy is available. Owners may contact Chrysler customer service at 800-853-1403. Chrysler's number for this recall is 62D. Vehicle Identification Numbers (VINs) involved in this recall will become searchable on NHTSA.gov beginning July 9, 2026.",12592,United States,crash_injury,"EXTERIOR LIGHTING:HEADLIGHTS Chrysler (FCA US, LLC) is recalling certain 2026 Ram 1500 vehicles. The headlight wiring may cause the parking lights and daytime running lights to flicker on and off, or fail. As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 108, ""Lamps, Reflective Devices, and Associated Equipment.""  Parking lights and daytime running lights that fail to illuminate properly reduce the vehicle's visibility to other drivers, increasing the risk of a crash. Dealers will inspect and replace the headlight assemblies, as necessary, free of charge. Interim notification letters, notifying owners of the safety risk, are expected to be mailed July, 30, 2026. Additional letters will be sent once the final remedy is available. Owners may contact Chrysler customer service at 800-853-1403. Chrysler's number for this recall is 62D. Vehicle Identification Numbers (VINs) involved in this recall will become searchable on NHTSA.gov beginning July 9, 2026.",https://api.nhtsa.gov/recalls/campaignNumber?campaignNumber=26V421000,https://static.nhtsa.gov/odi/ffdd/rcl/FLAT_RCL_POST_2010.zip,2026-07-13 16:36:37
25058,NHTSA,26V422000,321,"BMW of North America, LLC ELECTRONIC STABILITY CONTROL (ESC) Recall 26V422000","BMW of North America, LLC (BMW) is recalling certain 2025 Mini Cooper S, Mini Countryman S All4, X2, 2024 Rolls-Royce Spectre, 2023-2025 i7, 7 Series, X7, 2024-2025 i5, 5 Series, 2023-2024 XM, X1, 2024-2025 X6, and X5 vehicles. The integrated brake (IB) system may malfunction and result in a loss of power brake assist or cause the Antilock Brake (ABS) and Dynamic Stability Control (DSC) systems to not function properly. A loss of power brake assist can extend the distance required to stop the vehicle.  Additionally, malfunctioning ABS and/or DSC systems can cause a loss of vehicle control.  Either of these scenarios can increase the risk of a crash.",bmw of north america,"BMW of North America, LLC",2026-07-01,,"The Integrated brake system will be inspected and, if necessary, replaced, free of charge. Owner notification letters are expected to be mailed August 21, 2026. Owners may contact BMW customer service at 1-800-525-7417 or Rolls-Royce customer service at 1-877-877-3735. Vehicle Identification Numbers (VINs) involved in this recall will become searchable on NHTSA.gov beginning August 21, 2026. Vehicles previously repaired under recall 24V739 or 24V104 will need to have the new remedy completed.",428,United States,crash_injury,"ELECTRONIC STABILITY CONTROL (ESC) BMW of North America, LLC (BMW) is recalling certain 2025 Mini Cooper S, Mini Countryman S All4, X2, 2024 Rolls-Royce Spectre, 2023-2025 i7, 7 Series, X7, 2024-2025 i5, 5 Series, 2023-2024 XM, X1, 2024-2025 X6, and X5 vehicles. The integrated brake (IB) system may malfunction and result in a loss of power brake assist or cause the Antilock Brake (ABS) and Dynamic Stability Control (DSC) systems to not function properly. A loss of power brake assist can extend the distance required to stop the vehicle.  Additionally, malfunctioning ABS and/or DSC systems can cause a loss of vehicle control.  Either of these scenarios can increase the risk of a crash. The Integrated brake system will be inspected and, if necessary, replaced, free of charge. Owner notification letters are expected to be mailed August 21, 2026. Owners may contact BMW customer service at 1-800-525-7417 or Rolls-Royce customer service at 1-877-877-3735. Vehicle Identification Numbers (VINs) involved in this recall will become searchable on NHTSA.gov beginning August 21, 2026. Vehicles previously repaired under recall 24V739 or 24V104 will need to have the new remedy completed. ",https://api.nhtsa.gov/recalls/campaignNumber?campaignNumber=26V422000,https://static.nhtsa.gov/odi/ffdd/rcl/FLAT_RCL_POST_2010.zip,2026-07-13 16:36:37
25272,NHTSA,26V423000,321,Honda (American Honda Motor Co.) BACK OVER PREVENTION: SENSING SYSTEM: CAMERA Recall 26V423000,"Honda (American Honda Motor Co.) is recalling certain 2018-2020 Odyssey vehicles. Water may enter into the rearview camera, which can cause the rearview camera image to fail to display when the vehicle is in reverse. As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 111, ""Rear Visibility."" A rearview image that does not display reduces the driver's view behind the vehicle, increasing the risk of a crash.",honda american honda motor,Honda (American Honda Motor Co.),2026-07-01,,"Dealers will replace the rearview camera, free of charge. Owner notification letters are expected to be mailed August 24, 2026. Owners may contact Honda's customer service at 1-888-234-2138. Honda's number for this recall is HOX. This recall expands previous NHTSA recall number 20V438. Vehicle Identification Numbers (VINs) involved in this recall will become searchable on NHTSA.gov beginning July 9, 2026.",325588,United States,crash_injury,"BACK OVER PREVENTION: SENSING SYSTEM: CAMERA Honda (American Honda Motor Co.) is recalling certain 2018-2020 Odyssey vehicles. Water may enter into the rearview camera, which can cause the rearview camera image to fail to display when the vehicle is in reverse. As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 111, ""Rear Visibility."" A rearview image that does not display reduces the driver's view behind the vehicle, increasing the risk of a crash. Dealers will replace the rearview camera, free of charge. Owner notification letters are expected to be mailed August 24, 2026. Owners may contact Honda's customer service at 1-888-234-2138. Honda's number for this recall is HOX. This recall expands previous NHTSA recall number 20V438. Vehicle Identification Numbers (VINs) involved in this recall will become searchable on NHTSA.gov beginning July 9, 2026.",https://api.nhtsa.gov/recalls/campaignNumber?campaignNumber=26V423000,https://static.nhtsa.gov/odi/ffdd/rcl/FLAT_RCL_POST_2010.zip,2026-07-13 16:36:37
25060,NHTSA,26V424000,321,Honda (American Honda Motor Co.) SUSPENSION:REAR Recall 26V424000,"Honda (American Honda Motor Co.) is recalling certain 2026 Pilot and Passport vehicles. The rear subframe bolts may have been tightened improperly.  Loose rear subframe bolts can lead to a loss of vehicle stability or rear subframe detachment, increasing the risk of a crash or injury.",honda american honda motor,Honda (American Honda Motor Co.),2026-07-01,,"Dealers will inspect and replace the rear subframe bolts as necessary, free of charge. Owner notification letters are expected to be mailed August 24, 2026. Owners may contact Honda's customer service at 1-888-234-2138. Honda's number for this recall is OOY. Vehicle Identification Numbers (VINs) involved in this recall will be searchable on NHTSA.gov beginning July 10, 2026.",3933,United States,chemical_toxic,"SUSPENSION:REAR Honda (American Honda Motor Co.) is recalling certain 2026 Pilot and Passport vehicles. The rear subframe bolts may have been tightened improperly.  Loose rear subframe bolts can lead to a loss of vehicle stability or rear subframe detachment, increasing the risk of a crash or injury. Dealers will inspect and replace the rear subframe bolts as necessary, free of charge. Owner notification letters are expected to be mailed August 24, 2026. Owners may contact Honda's customer service at 1-888-234-2138. Honda's number for this recall is OOY. Vehicle Identification Numbers (VINs) involved in this recall will be searchable on NHTSA.gov beginning July 10, 2026.",https://api.nhtsa.gov/recalls/campaignNumber?campaignNumber=26V424000,https://static.nhtsa.gov/odi/ffdd/rcl/FLAT_RCL_POST_2010.zip,2026-07-13 16:36:37
25142,NHTSA,26V425000,321,"Nissan North America, Inc. SEAT BELTS:REAR/OTHER:RETRACTOR Recall 26V425000","Nissan North America, Inc. (Nissan) is recalling certain 2026 LEAF vehicles. The outer rear seat belt automatic locking retractors (ALR) may deactivate early, which can prevent a child restraint system (CRS) from securing properly. As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 208, ""Occupant Crash Protection."" An improperly secured child restraint system may not restrain an occupant as intended, increasing the risk of injury during a crash.",nissan north america,"Nissan North America, Inc.",2026-07-01,,"Dealers will replace the rear outboard seat belt assemblies, free of charge. Interim letters, notifying owners of the safety risk, are expected to be mailed July 17, 2026, anticipated by winter 2026. Additional letters will be sent once the remedy is available. Owners may contact Nissan's customer service at 800-647-7261. Nissan's number for this recall is R26A7. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on July 7, 2026.",3788,United States,crash_injury,"SEAT BELTS:REAR/OTHER:RETRACTOR Nissan North America, Inc. (Nissan) is recalling certain 2026 LEAF vehicles. The outer rear seat belt automatic locking retractors (ALR) may deactivate early, which can prevent a child restraint system (CRS) from securing properly. As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 208, ""Occupant Crash Protection."" An improperly secured child restraint system may not restrain an occupant as intended, increasing the risk of injury during a crash. Dealers will replace the rear outboard seat belt assemblies, free of charge. Interim letters, notifying owners of the safety risk, are expected to be mailed July 17, 2026, anticipated by winter 2026. Additional letters will be sent once the remedy is available. Owners may contact Nissan's customer service at 800-647-7261. Nissan's number for this recall is R26A7. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on July 7, 2026.",https://api.nhtsa.gov/recalls/campaignNumber?campaignNumber=26V425000,https://static.nhtsa.gov/odi/ffdd/rcl/FLAT_RCL_POST_2010.zip,2026-07-13 16:36:37
25062,NHTSA,26E039000,321,"Nissan North America, Inc. POWER TRAIN:AUTOMATIC TRANSMISSION Recall 26E039000","Nissan North America, Inc. (Nissan) is recalling certain JATCO transaxle assembly automatic transmission part numbers 31020X274D, 31020X275A, 3102MX274CRE, 3102MX275ARE, 3102MX275BRE, and 3102MX275DRE. An internal hardware failure within the control valve assembly's inhibitor switch may cause the instrument panel to improperly display the transmission gear shifter indicator. As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 102, ""Transmission Shift Lever Sequence, Starter Interlock, and Transmission Braking Effect."" An instrument panel display that does not show critical information, such as gear selection, increases the risk of a crash.",nissan north america,"Nissan North America, Inc.",2026-06-30,,"Dealers will inspect and replace the transmission control valve assembly as necessary, free of charge. Owner notification letters are expected to be mailed August 19, 2026. Owners may contact Nissan's customer service at 1-800-867-7669. Nissan's number for this recall is PD199.",42,United States,crash_injury,"POWER TRAIN:AUTOMATIC TRANSMISSION Nissan North America, Inc. (Nissan) is recalling certain JATCO transaxle assembly automatic transmission part numbers 31020X274D, 31020X275A, 3102MX274CRE, 3102MX275ARE, 3102MX275BRE, and 3102MX275DRE. An internal hardware failure within the control valve assembly's inhibitor switch may cause the instrument panel to improperly display the transmission gear shifter indicator. As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 102, ""Transmission Shift Lever Sequence, Starter Interlock, and Transmission Braking Effect."" An instrument panel display that does not show critical information, such as gear selection, increases the risk of a crash. Dealers will inspect and replace the transmission control valve assembly as necessary, free of charge. Owner notification letters are expected to be mailed August 19, 2026. Owners may contact Nissan's customer service at 1-800-867-7669. Nissan's number for this recall is PD199.",https://api.nhtsa.gov/recalls/campaignNumber?campaignNumber=26E039000,https://static.nhtsa.gov/odi/ffdd/rcl/FLAT_RCL_POST_2010.zip,2026-07-13 16:36:37
25138,NHTSA,26V413000,321,"Chrysler (FCA US, LLC) POWER TRAIN:AUTOMATIC TRANSMISSION:GEAR POSITION INDICATION (PRNDL) Recall 26V413000","Chrysler (FCA US, LLC) is recalling certain 2022-2024 Jeep Grand Cherokee, 2023 Jeep Wagoneer, 2024 Jeep Grand Cherokee L, and Jeep Wagoneer L vehicles. A software error may cause the transmission gear selection indicator not to display. As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 102, ""Transmission shift lever sequence, starter interlock, and transmission braking effect."" A missing gear selection indicator may lead to unintended vehicle movement or a vehicle rollaway, increasing the risk of a crash.",chrysler fca us,"Chrysler (FCA US, LLC)",2026-06-30,,"Dealers will update the shifter module software, free of charge. Owner notification letters are expected to be mailed August 21, 2026. Owners may contact Chrysler customer service at 800-853-1403. Chrysler's number for this recall is 30D. Vehicle Identification Numbers (VINs) involved in this recall will become searchable on NHTSA.gov beginning July 9, 2026.",7,United States,chemical_toxic,"POWER TRAIN:AUTOMATIC TRANSMISSION:GEAR POSITION INDICATION (PRNDL) Chrysler (FCA US, LLC) is recalling certain 2022-2024 Jeep Grand Cherokee, 2023 Jeep Wagoneer, 2024 Jeep Grand Cherokee L, and Jeep Wagoneer L vehicles. A software error may cause the transmission gear selection indicator not to display. As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 102, ""Transmission shift lever sequence, starter interlock, and transmission braking effect."" A missing gear selection indicator may lead to unintended vehicle movement or a vehicle rollaway, increasing the risk of a crash. Dealers will update the shifter module software, free of charge. Owner notification letters are expected to be mailed August 21, 2026. Owners may contact Chrysler customer service at 800-853-1403. Chrysler's number for this recall is 30D. Vehicle Identification Numbers (VINs) involved in this recall will become searchable on NHTSA.gov beginning July 9, 2026.",https://api.nhtsa.gov/recalls/campaignNumber?campaignNumber=26V413000,https://static.nhtsa.gov/odi/ffdd/rcl/FLAT_RCL_POST_2010.zip,2026-07-13 16:36:37
24929,NHTSA,26V414000,321,"Chrysler (FCA US, LLC) SERVICE BRAKES, HYDRAULIC:POWER ASSIST:ELECTRIC:CONTROL MODULE:SOFTWARE Recall 26V414000","Chrysler (FCA US, LLC) is recalling certain 2026 Jeep Grand Wagoneer and Jeep Grand Wagoneer L vehicles. The brake system control module software may cause a loss of electronic stability control and a loss of electronic brake assist. As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard numbers 126, ""Electronic Stability Control Systems"" and 135, ""Light Vehicle Brake Systems."" A loss of electronic stability control and/or electronic brake assist increases the risk of a crash.",chrysler fca us,"Chrysler (FCA US, LLC)",2026-06-30,,"Dealers will update the brake system control module software, free of charge. Owner notification letters are expected to be mailed July 30, 2026. Owners may contact Chrysler customer service at 800-853-1403. Chrysler's number for this recall is 50D. Vehicle Identification Numbers (VINs) involved in this recall will become searchable on NHTSA.gov beginning July 9, 2026.",11980,United States,crash_injury,"SERVICE BRAKES, HYDRAULIC:POWER ASSIST:ELECTRIC:CONTROL MODULE:SOFTWARE Chrysler (FCA US, LLC) is recalling certain 2026 Jeep Grand Wagoneer and Jeep Grand Wagoneer L vehicles. The brake system control module software may cause a loss of electronic stability control and a loss of electronic brake assist. As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard numbers 126, ""Electronic Stability Control Systems"" and 135, ""Light Vehicle Brake Systems."" A loss of electronic stability control and/or electronic brake assist increases the risk of a crash. Dealers will update the brake system control module software, free of charge. Owner notification letters are expected to be mailed July 30, 2026. Owners may contact Chrysler customer service at 800-853-1403. Chrysler's number for this recall is 50D. Vehicle Identification Numbers (VINs) involved in this recall will become searchable on NHTSA.gov beginning July 9, 2026.",https://api.nhtsa.gov/recalls/campaignNumber?campaignNumber=26V414000,https://static.nhtsa.gov/odi/ffdd/rcl/FLAT_RCL_POST_2010.zip,2026-07-13 16:36:37
25065,NHTSA,26V415000,321,Ford Motor Company BACK OVER PREVENTION:WARNINGS:EXTERNAL/PEDESTRIAN ALERT Recall 26V415000,"Ford Motor Company (Ford) is recalling certain 2024-2027 Lincoln Nautilus Hybrid and 2025-2027 Explorer Hybrid vehicles. A software error may prevent the vehicle from making the pedestrian warning sound at certain speeds. A vehicle that does not produce a warning sound may fail to alert pedestrians of an approaching vehicle, increasing the risk of injury. ",ford motor,Ford Motor Company,2026-06-30,,"Note: This is an expansion of Recall 25V691. Any vehicles previously repaired under 25V691 must have the new remedy completed.  Dealers will replace the digital signal processing module in Nautilus Hybrid vehicles equipped with 28 speakers, free of charge.  The remedy is currently under development for all other Nautilus and Explorer Hybrid vehicles affected by this recall. Interim letters notifying owners of the safety risk are expected to be mailed August 03, 2026. Additional letters will be sent once the remedy is available.  Owners may contact Ford customer service at 1-866-436-7332. Ford's number for this recall is 26S51. Vehicle Identification Numbers (VINs) involved in this recall will be searchable on NHTSA.gov beginning July 7, 2026.",66383,United States,drug_defect,"BACK OVER PREVENTION:WARNINGS:EXTERNAL/PEDESTRIAN ALERT Ford Motor Company (Ford) is recalling certain 2024-2027 Lincoln Nautilus Hybrid and 2025-2027 Explorer Hybrid vehicles. A software error may prevent the vehicle from making the pedestrian warning sound at certain speeds. A vehicle that does not produce a warning sound may fail to alert pedestrians of an approaching vehicle, increasing the risk of injury.  Note: This is an expansion of Recall 25V691. Any vehicles previously repaired under 25V691 must have the new remedy completed.  Dealers will replace the digital signal processing module in Nautilus Hybrid vehicles equipped with 28 speakers, free of charge.  The remedy is currently under development for all other Nautilus and Explorer Hybrid vehicles affected by this recall. Interim letters notifying owners of the safety risk are expected to be mailed August 03, 2026. Additional letters will be sent once the remedy is available.  Owners may contact Ford customer service at 1-866-436-7332. Ford's number for this recall is 26S51. Vehicle Identification Numbers (VINs) involved in this recall will be searchable on NHTSA.gov beginning July 7, 2026.",https://api.nhtsa.gov/recalls/campaignNumber?campaignNumber=26V415000,https://static.nhtsa.gov/odi/ffdd/rcl/FLAT_RCL_POST_2010.zip,2026-07-13 16:36:37
24930,NHTSA,26V416000,321,"Jayco, Inc. SEATS:CRITICAL FASTENERS Recall 26V416000","Jayco, Inc. (Jayco) is recalling certain 2027 Entegra Accolade and Jayco Seneca motorhomes. The front brackets may not have been installed, allowing the dinette to shift or detach. As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard (FMVSS) number 207, ""Seating Systems."" A dinette that moves during transit may increase the risk of injury.",jayco,"Jayco, Inc.",2026-06-30,,"Dealers will install the front dinette bracket, free of charge. Owner notification letters are expected to be mailed August 3, 2026. Owners may contact Jayco customer service at 1-800-283-8267. Jayco's number for this recall is 9903659. Vehicle Identification Numbers (VINs) involved in this recall will be searchable on NHTSA.gov beginning August 3, 2026.",14,United States,crash_injury,"SEATS:CRITICAL FASTENERS Jayco, Inc. (Jayco) is recalling certain 2027 Entegra Accolade and Jayco Seneca motorhomes. The front brackets may not have been installed, allowing the dinette to shift or detach. As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard (FMVSS) number 207, ""Seating Systems."" A dinette that moves during transit may increase the risk of injury. Dealers will install the front dinette bracket, free of charge. Owner notification letters are expected to be mailed August 3, 2026. Owners may contact Jayco customer service at 1-800-283-8267. Jayco's number for this recall is 9903659. Vehicle Identification Numbers (VINs) involved in this recall will be searchable on NHTSA.gov beginning August 3, 2026.",https://api.nhtsa.gov/recalls/campaignNumber?campaignNumber=26V416000,https://static.nhtsa.gov/odi/ffdd/rcl/FLAT_RCL_POST_2010.zip,2026-07-13 16:36:37
25067,NHTSA,26V417000,321,Ford Motor Company POWER TRAIN:DRIVELINE:DIFFERENTIAL UNIT Recall 26V417000,"Ford Motor Company (Ford) is recalling certain 2021-2023 Mustang Mach E vehicles. The rear differential pinion shaft may fracture.  Differential pinion shaft fracture may result in a loss of drive power, or unintended vehicle movement if the vehicle is in park without the parking brake applied, increasing the risk of a crash.",ford motor,Ford Motor Company,2026-06-30,,"Dealers will repair or replace the rear differential assembly as necessary, free of charge. Interim letters, notifying owners of the safety risk, are expected to be mailed July 13, 2026. Additional letters will be sent once the remedy is available, anticipated in late December 2026. Owners may contact Ford customer service at 1-866-436-7332. Ford's number for this recall is 26S50.",42784,United States,crash_injury,"POWER TRAIN:DRIVELINE:DIFFERENTIAL UNIT Ford Motor Company (Ford) is recalling certain 2021-2023 Mustang Mach E vehicles. The rear differential pinion shaft may fracture.  Differential pinion shaft fracture may result in a loss of drive power, or unintended vehicle movement if the vehicle is in park without the parking brake applied, increasing the risk of a crash. Dealers will repair or replace the rear differential assembly as necessary, free of charge. Interim letters, notifying owners of the safety risk, are expected to be mailed July 13, 2026. Additional letters will be sent once the remedy is available, anticipated in late December 2026. Owners may contact Ford customer service at 1-866-436-7332. Ford's number for this recall is 26S50.",https://api.nhtsa.gov/recalls/campaignNumber?campaignNumber=26V417000,https://static.nhtsa.gov/odi/ffdd/rcl/FLAT_RCL_POST_2010.zip,2026-07-13 16:36:37
25271,NHTSA,26V418000,321,Ford Motor Company VISIBILITY:WINDSHIELD WIPER/WASHER:MOTOR Recall 26V418000,"Ford Motor Company (Ford) is recalling certain 2024-2026 Mustang and 2025-2026 Mustang GTD vehicles. During certain cold temperature conditions, the windshield wipers may function only at their high-speed setting and the washing system may fail to function properly. Windshield wipers or a washing system that fails to function as intended can reduce visibility, increasing the risk of a crash.",ford motor,Ford Motor Company,2026-06-30,,"Dealers will inspect and replace the wiper motor as necessary, free of charge. Interim letters, notifying owners of the safety risk, are expected to be mailed July 8, 2026. Additional letters will be sent once the remedy is available, anticipated in late March 2027. Owners may contact Ford customer service at 1-866-436-7332. Ford's number for this recall is 26C32. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on July 2, 2026.",67842,United States,crash_injury,"VISIBILITY:WINDSHIELD WIPER/WASHER:MOTOR Ford Motor Company (Ford) is recalling certain 2024-2026 Mustang and 2025-2026 Mustang GTD vehicles. During certain cold temperature conditions, the windshield wipers may function only at their high-speed setting and the washing system may fail to function properly. Windshield wipers or a washing system that fails to function as intended can reduce visibility, increasing the risk of a crash. Dealers will inspect and replace the wiper motor as necessary, free of charge. Interim letters, notifying owners of the safety risk, are expected to be mailed July 8, 2026. Additional letters will be sent once the remedy is available, anticipated in late March 2027. Owners may contact Ford customer service at 1-866-436-7332. Ford's number for this recall is 26C32. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on July 2, 2026.",https://api.nhtsa.gov/recalls/campaignNumber?campaignNumber=26V418000,https://static.nhtsa.gov/odi/ffdd/rcl/FLAT_RCL_POST_2010.zip,2026-07-13 16:36:37
25139,NHTSA,26V419000,321,"Nissan North America, Inc. POWER TRAIN:AUTOMATIC TRANSMISSION:GEAR POSITION INDICATION (PRNDL) Recall 26V419000","Nissan North America, Inc. (Nissan) is recalling certain 2026 Rogue vehicles. The instrument panel may not display the transmission gear selection indicator. As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 102, ""Transmission Shift Lever Sequence, Starter Interlock, and Transmission Braking Effect."" A missing gear selection indicator may lead to unintended vehicle movement or a vehicle rollaway, increasing the risk of a crash.",nissan north america,"Nissan North America, Inc.",2026-06-30,,"Dealers will inspect and replace the transmission control valve assembly as necessary, free of charge. Owner notification letters are expected to be mailed August 19, 2026. Owners may contact Nissan's customer service at 800-647-7261. Nissan's number for this recall is PD198. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on July 2, 2026.",5823,United States,chemical_toxic,"POWER TRAIN:AUTOMATIC TRANSMISSION:GEAR POSITION INDICATION (PRNDL) Nissan North America, Inc. (Nissan) is recalling certain 2026 Rogue vehicles. The instrument panel may not display the transmission gear selection indicator. As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 102, ""Transmission Shift Lever Sequence, Starter Interlock, and Transmission Braking Effect."" A missing gear selection indicator may lead to unintended vehicle movement or a vehicle rollaway, increasing the risk of a crash. Dealers will inspect and replace the transmission control valve assembly as necessary, free of charge. Owner notification letters are expected to be mailed August 19, 2026. Owners may contact Nissan's customer service at 800-647-7261. Nissan's number for this recall is PD198. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on July 2, 2026.",https://api.nhtsa.gov/recalls/campaignNumber?campaignNumber=26V419000,https://static.nhtsa.gov/odi/ffdd/rcl/FLAT_RCL_POST_2010.zip,2026-07-13 16:36:37
